|film_id|title                    |category   |rating|fullname             |rental_frequency|total_amount|last_update|
|715    |RANGE MOONWALKER         |Family     |PG    |ANA BRADLEY          |1               |9.99        |2006-02-15 |
|715    |RANGE MOONWALKER         |Family     |PG    |GUY BROWNLEE         |1               |9.99        |2006-02-15 |
|715    |RANGE MOONWALKER         |Family     |PG    |JOYCE EDWARDS        |1               |9.99        |2006-02-15 |
|715    |RANGE MOONWALKER         |Family     |PG    |TOMMY COLLAZO        |1               |9.99        |2006-02-15 |
|734    |ROAD ROXANNE             |Documentary|R     |CHRISTOPHER GRECO    |1               |9.99        |2006-02-15 |
|739    |ROCKY WAR                |Drama      |PG-13 |MYRTLE FLEMING       |1               |9.99        |2006-02-15 |
|739    |ROCKY WAR                |Drama      |PG-13 |NATHANIEL ADAM       |1               |9.99        |2006-02-15 |
|763    |SATISFACTION CONFIDENTIAL|Sports     |G     |DWAYNE OLVERA        |1               |9.99        |2006-02-15 |
|763    |SATISFACTION CONFIDENTIAL|Sports     |G     |ELIZABETH BROWN      |1               |9.99        |2006-02-15 |
|763    |SATISFACTION CONFIDENTIAL|Sports     |G     |MIRIAM MCKINNEY      |1               |9.99        |2006-02-15 |
|764    |SATURDAY LAMBS           |Sports     |G     |JOY GEORGE           |1               |9.99        |2006-02-15 |
|768    |SCARFACE BANG            |Children   |PG-13 |WARREN SHERROD       |1               |9.99        |2006-02-15 |
|771    |SCORPION APOLLO          |Drama      |NC-17 |KRISTIN JOHNSTON     |1               |9.99        |2006-02-15 |
|771    |SCORPION APOLLO          |Drama      |NC-17 |SEAN DOUGLASS        |1               |9.99        |2006-02-15 |
|778    |SECRETS PARADISE         |Family     |G     |BEVERLY BROOKS       |1               |9.99        |2006-02-15 |
|778    |SECRETS PARADISE         |Family     |G     |ERIK GUILLEN         |1               |9.99        |2006-02-15 |
|778    |SECRETS PARADISE         |Family     |G     |TERRENCE GUNDERSON   |1               |9.99        |2006-02-15 |
|779    |SENSE GREEK              |Sports     |R     |VERNON CHAPA         |1               |9.99        |2006-02-15 |
|791    |SHOW LORD                |Documentary|PG-13 |AMANDA CARTER        |1               |9.99        |2006-02-15 |
|791    |SHOW LORD                |Documentary|PG-13 |VIVIAN RUIZ          |1               |9.99        |2006-02-15 |
|798    |SILVERADO GOLDFINGER     |Sci-Fi     |PG    |LANCE PEMBERTON      |1               |9.99        |2006-02-15 |
|798    |SILVERADO GOLDFINGER     |Sci-Fi     |PG    |STEVE MACKENZIE      |1               |9.99        |2006-02-15 |
|798    |SILVERADO GOLDFINGER     |Sci-Fi     |PG    |VELMA LUCAS          |1               |9.99        |2006-02-15 |
|818    |SOMETHING DUCK           |Drama      |NC-17 |AUSTIN CINTRON       |1               |9.99        |2006-02-15 |
|818    |SOMETHING DUCK           |Drama      |NC-17 |DARYL LARUE          |1               |9.99        |2006-02-15 |
|818    |SOMETHING DUCK           |Drama      |NC-17 |EMMA BOYD            |1               |9.99        |2006-02-15 |
|818    |SOMETHING DUCK           |Drama      |NC-17 |NATHANIEL ADAM       |1               |9.99        |2006-02-15 |
|843    |STEEL SANTA              |Classics   |NC-17 |KATHLEEN ADAMS       |1               |9.99        |2006-02-15 |
|843    |STEEL SANTA              |Classics   |NC-17 |PERRY SWAFFORD       |1               |9.99        |2006-02-15 |
|846    |STING PERSONAL           |New        |NC-17 |GLENDA FRAZIER       |1               |9.99        |2006-02-15 |
|846    |STING PERSONAL           |New        |NC-17 |KARL SEAL            |1               |9.99        |2006-02-15 |
|846    |STING PERSONAL           |New        |NC-17 |NAOMI JENNINGS       |1               |9.99        |2006-02-15 |
|846    |STING PERSONAL           |New        |NC-17 |RACHEL BARNES        |1               |9.99        |2006-02-15 |
|853    |STRANGER STRANGERS       |Children   |G     |DOLORES WAGNER       |1               |9.99        |2006-02-15 |
|853    |STRANGER STRANGERS       |Children   |G     |ROBERTA HARPER       |1               |9.99        |2006-02-15 |
|854    |STRANGERS GRAFFITI       |Horror     |R     |CARMEN OWENS         |1               |9.99        |2006-02-15 |
|854    |STRANGERS GRAFFITI       |Horror     |R     |MICHELLE CLARK       |1               |9.99        |2006-02-15 |
|861    |SUIT WALLS               |Games      |R     |CASEY MENA           |1               |9.99        |2006-02-15 |
|861    |SUIT WALLS               |Games      |R     |TROY QUIGLEY         |1               |9.99        |2006-02-15 |
|865    |SUNRISE LEAGUE           |Animation  |PG-13 |ERICA MATTHEWS       |1               |9.99        |2006-02-15 |
|865    |SUNRISE LEAGUE           |Animation  |PG-13 |HEATHER MORRIS       |1               |9.99        |2006-02-15 |
|865    |SUNRISE LEAGUE           |Animation  |PG-13 |KAREN JACKSON        |1               |9.99        |2006-02-15 |
|865    |SUNRISE LEAGUE           |Animation  |PG-13 |MIGUEL BETANCOURT    |1               |9.99        |2006-02-15 |
|878    |TEEN APOLLO              |Travel     |G     |AARON SELBY          |1               |9.99        |2006-02-15 |
|878    |TEEN APOLLO              |Travel     |G     |BERTHA FERGUSON      |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |ALVIN DELOACH        |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |ANN EVANS            |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |DAISY BATES          |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |LORETTA CARPENTER    |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |MONICA HICKS         |1               |9.99        |2006-02-15 |
|879    |TELEGRAPH VOYAGE         |Music      |PG    |RALPH MADRIGAL       |1               |9.99        |2006-02-15 |
|888    |THIN SAGEBRUSH           |Documentary|PG-13 |ALEX GRESHAM         |1               |9.99        |2006-02-15 |
|889    |TIES HUNGER              |Children   |R     |BEATRICE ARNOLD      |1               |9.99        |2006-02-15 |
|892    |TITANIC BOONDOCK         |Animation  |R     |KELLY KNOTT          |1               |9.99        |2006-02-15 |
|892    |TITANIC BOONDOCK         |Animation  |R     |ROGER QUINTANILLA    |1               |9.99        |2006-02-15 |
|893    |TITANS JERK              |Sci-Fi     |PG    |RUBY WASHINGTON      |1               |9.99        |2006-02-15 |
|893    |TITANS JERK              |Sci-Fi     |PG    |RUTH MARTINEZ        |1               |9.99        |2006-02-15 |
|893    |TITANS JERK              |Sci-Fi     |PG    |TRAVIS ESTEP         |1               |9.99        |2006-02-15 |
|897    |TORQUE BOUND             |Drama      |G     |BOBBIE CRAIG         |1               |9.99        |2006-02-15 |
|897    |TORQUE BOUND             |Drama      |G     |CASSANDRA WALTERS    |1               |9.99        |2006-02-15 |
|897    |TORQUE BOUND             |Drama      |G     |DALE RATCLIFF        |1               |9.99        |2006-02-15 |
|898    |TOURIST PELICAN          |Sports     |PG-13 |JIMMIE EGGLESTON     |1               |9.99        |2006-02-15 |
|898    |TOURIST PELICAN          |Sports     |PG-13 |SYLVIA ORTIZ         |1               |9.99        |2006-02-15 |
|904    |TRAIN BUNCH              |Horror     |R     |RHONDA KENNEDY       |1               |9.99        |2006-02-15 |
|908    |TRAP GUYS                |Foreign    |G     |DIANE COLLINS        |1               |9.99        |2006-02-15 |
|908    |TRAP GUYS                |Foreign    |G     |EDDIE TOMLIN         |1               |9.99        |2006-02-15 |
|908    |TRAP GUYS                |Foreign    |G     |SARA PERRY           |1               |9.99        |2006-02-15 |
|919    |TYCOON GATHERING         |Games      |G     |KENNETH GOODEN       |1               |9.99        |2006-02-15 |
|919    |TYCOON GATHERING         |Games      |G     |MELISSA KING         |1               |9.99        |2006-02-15 |
|321    |FLASH WARS               |New        |NC-17 |ANDREA HENDERSON     |1               |9.99        |2006-02-15 |
|321    |FLASH WARS               |New        |NC-17 |COREY HAUSER         |1               |9.99        |2006-02-15 |
|324    |FLINTSTONES HAPPINESS    |Comedy     |PG-13 |DAISY BATES          |1               |9.99        |2006-02-15 |
|324    |FLINTSTONES HAPPINESS    |Comedy     |PG-13 |PATRICK NEWSOM       |1               |9.99        |2006-02-15 |
|324    |FLINTSTONES HAPPINESS    |Comedy     |PG-13 |RUTH MARTINEZ        |1               |9.99        |2006-02-15 |
|327    |FOOL MOCKINGBIRD         |Action     |PG    |CLARA SHAW           |1               |9.99        |2006-02-15 |
|327    |FOOL MOCKINGBIRD         |Action     |PG    |GUY BROWNLEE         |1               |9.99        |2006-02-15 |
|346    |GALAXY SWEETHEARTS       |Classics   |R     |BRITTANY RILEY       |1               |9.99        |2006-02-15 |
|346    |GALAXY SWEETHEARTS       |Classics   |R     |JANET PHILLIPS       |1               |9.99        |2006-02-15 |
|350    |GARDEN ISLAND            |Sci-Fi     |G     |HECTOR POINDEXTER    |1               |9.99        |2006-02-15 |
|350    |GARDEN ISLAND            |Sci-Fi     |G     |SARAH LEWIS          |1               |9.99        |2006-02-15 |
|369    |GOODFELLAS SALUTE        |Sci-Fi     |PG    |RAFAEL ABNEY         |1               |9.99        |2006-02-15 |
|369    |GOODFELLAS SALUTE        |Sci-Fi     |PG    |THEODORE CULP        |1               |9.99        |2006-02-15 |
|390    |GUYS FALCON              |Sci-Fi     |R     |CRYSTAL FORD         |1               |9.99        |2006-02-15 |
|390    |GUYS FALCON              |Sci-Fi     |R     |JANE BENNETT         |1               |9.99        |2006-02-15 |
|392    |HALL CASSIDY             |Children   |NC-17 |ANTONIO MEEK         |1               |9.99        |2006-02-15 |
|403    |HARRY IDAHO              |Drama      |PG-13 |ALFRED CASILLAS      |1               |9.99        |2006-02-15 |
|403    |HARRY IDAHO              |Drama      |PG-13 |JOHN FARNSWORTH      |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |ALEX GRESHAM         |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |BILLY POULIN         |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |EDITH MCDONALD       |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |GILBERT SLEDGE       |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |KELLY TORRES         |1               |9.99        |2006-02-15 |
|408    |HEAD STRANGER            |Games      |R     |KURT EMMONS          |1               |9.99        |2006-02-15 |
|409    |HEARTBREAKERS BRIGHT     |Children   |G     |HILDA HOPKINS        |1               |9.99        |2006-02-15 |
|438    |HUMAN GRAFFITI           |Games      |NC-17 |CAROLE BARNETT       |1               |9.99        |2006-02-15 |
|439    |HUNCHBACK IMPOSSIBLE     |Drama      |PG-13 |BRENDA WRIGHT        |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |COREY HAUSER         |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |DIANNE SHELTON       |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |GERTRUDE CASTILLO    |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |MIKE WAY             |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |TROY QUIGLEY         |1               |9.99        |2006-02-15 |
|444    |HUSTLER PARTY            |Comedy     |NC-17 |VIOLA HANSON         |1               |9.99        |2006-02-15 |
|460    |INNOCENT USUAL           |Foreign    |PG-13 |DARYL LARUE          |1               |9.99        |2006-02-15 |
|460    |INNOCENT USUAL           |Foreign    |PG-13 |JEAN BELL            |1               |9.99        |2006-02-15 |
|460    |INNOCENT USUAL           |Foreign    |PG-13 |TRACEY BARRETT       |1               |9.99        |2006-02-15 |
|169    |COMFORTS RUSH            |Travel     |NC-17 |EVA RAMOS            |1               |9.99        |2006-02-15 |
|177    |CONNECTICUT TRAMP        |Sci-Fi     |R     |JESSICA HALL         |1               |9.99        |2006-02-15 |
|179    |CONQUERER NUTS           |Drama      |G     |CHARLENE ALVAREZ     |1               |9.99        |2006-02-15 |
|179    |CONQUERER NUTS           |Drama      |G     |MIGUEL BETANCOURT    |1               |9.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL    |Family     |R     |TAMMY SANDERS        |1               |9.99        |2006-02-15 |
|210    |DARKO DORADO             |Action     |NC-17 |EVELYN MORGAN        |1               |9.99        |2006-02-15 |
|210    |DARKO DORADO             |Action     |NC-17 |LESLIE SEWARD        |1               |9.99        |2006-02-15 |
|210    |DARKO DORADO             |Action     |NC-17 |TONYA CHAPMAN        |1               |9.99        |2006-02-15 |
|215    |DAWN POND                |Games      |PG    |GERTRUDE CASTILLO    |1               |9.99        |2006-02-15 |
|215    |DAWN POND                |Games      |PG    |MARIE TURNER         |1               |9.99        |2006-02-15 |
|215    |DAWN POND                |Games      |PG    |NELSON CHRISTENSON   |1               |9.99        |2006-02-15 |
|216    |DAY UNFAITHFUL           |New        |G     |KATHY JAMES          |1               |9.99        |2006-02-15 |
|216    |DAY UNFAITHFUL           |New        |G     |MAE FLETCHER         |1               |9.99        |2006-02-15 |
|216    |DAY UNFAITHFUL           |New        |G     |PETER MENARD         |1               |9.99        |2006-02-15 |
|216    |DAY UNFAITHFUL           |New        |G     |SUSAN WILSON         |1               |9.99        |2006-02-15 |
|216    |DAY UNFAITHFUL           |New        |G     |TROY QUIGLEY         |1               |9.99        |2006-02-15 |
|222    |DESERT POSEIDON          |Horror     |R     |ALFRED CASILLAS      |1               |9.99        |2006-02-15 |
